seed,registered_generators,oracle_utility,gru_bptt_utility,local_three_factor_utility,fixed_best_utility,frozen_utility,routing_utility,gain_utility,low_rank_utility,local_minus_fixed_best,local_noninferiority_contrast,routing_infeasible_rate,gain_infeasible_rate,low_rank_infeasible_rate,local_fallback_rate,local_matched_budget_eligible_rate,local_update_l1,local_update_l2,gru_update_l1,gru_update_l2
60,44,0.8499053030303031,0.8394886363636364,0.8430397727272729,0.7339015151515152,0.5,0.6252367424242424,0.5587121212121212,0.7339015151515152,0.10913825757575768,0.016335227272727404,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
61,44,0.8742897727272727,0.8551136363636364,0.8674242424242425,0.7703598484848485,0.5,0.6202651515151515,0.5419034090909091,0.7703598484848485,0.09706439393939403,0.013920454545454666,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
62,44,0.8641098484848484,0.8451704545454544,0.8359375,0.7507102272727274,0.5,0.623816287878788,0.5234375,0.7507102272727274,0.0852272727272726,-0.0054924242424242015,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
63,44,0.8683712121212124,0.8456439393939396,0.8570075757575758,0.7473958333333333,0.5,0.6287878787878788,0.5468750000000001,0.7473958333333333,0.10961174242424254,0.012831439393939242,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
64,44,0.8551136363636362,0.8454071969696969,0.8473011363636362,0.7471590909090909,0.5,0.6370738636363636,0.517282196969697,0.7471590909090909,0.1001420454545453,0.01377840909090905,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
65,44,0.8401988636363634,0.8347537878787878,0.8219696969696968,0.7168560606060607,0.5,0.6280776515151515,0.5468750000000001,0.7168560606060607,0.10511363636363613,0.0064393939393939115,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
66,44,0.8866003787878788,0.866003787878788,0.8674242424242425,0.7715435606060606,0.5,0.6202651515151515,0.5201231060606061,0.7715435606060606,0.09588068181818199,0.003835227272727393,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
67,44,0.8605587121212122,0.8463541666666667,0.8558238636363636,0.7455018939393938,0.5,0.6337594696969696,0.5570549242424242,0.7455018939393938,0.11032196969696983,0.018276515151515155,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
68,44,0.8233901515151516,0.7985321969696971,0.8008996212121212,0.7336647727272727,0.5,0.5838068181818182,0.5253314393939394,0.7336647727272727,0.06723484848484851,-0.004545454545454616,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
69,44,0.876183712121212,0.8652935606060606,0.868371212121212,0.7784090909090907,0.5,0.607717803030303,0.5182291666666667,0.7784090909090907,0.08996212121212133,0.011742424242424263,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
70,44,0.8536931818181818,0.8375946969696971,0.8446969696969698,0.7355587121212122,0.5,0.626657196969697,0.5369318181818182,0.7355587121212122,0.10913825757575768,0.014630681818181987,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
71,44,0.8771306818181818,0.8589015151515151,0.8693181818181818,0.7547348484848484,0.5,0.6290246212121212,0.5482954545454546,0.7547348484848484,0.11458333333333337,0.016666666666666663,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
72,44,0.8941761363636364,0.8887310606060606,0.8913352272727273,0.7672821969696971,0.5,0.6394412878787878,0.5497159090909091,0.7672821969696971,0.12405303030303017,0.022537878787878773,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
73,44,0.860558712121212,0.850378787878788,0.8406723484848484,0.7395833333333333,0.5,0.6285511363636364,0.5265151515151515,0.7395833333333333,0.10108901515151514,0.004308712121212102,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
74,44,0.8967803030303031,0.878314393939394,0.8757102272727273,0.7786458333333335,0.5,0.6363636363636364,0.5577651515151515,0.7786458333333335,0.09706439393939381,0.0025568181818181185,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
75,44,0.8702651515151515,0.8619791666666665,0.8444602272727273,0.7331912878787878,0.5,0.6508049242424243,0.5518465909090909,0.7331912878787878,0.11126893939393945,0.0016098484848485195,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
76,44,0.8622159090909091,0.8461174242424243,0.8515625,0.7594696969696969,0.5,0.6129261363636364,0.5355113636363636,0.7594696969696969,0.0920928030303031,0.009895833333333368,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
77,44,0.8882575757575758,0.8754734848484849,0.8882575757575758,0.7810132575757577,0.5,0.6157670454545454,0.5364583333333334,0.7810132575757577,0.10724431818181812,0.021448863636363613,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
78,44,0.862689393939394,0.8357007575757575,0.8527462121212122,0.754498106060606,0.5,0.6174242424242424,0.5284090909090908,0.754498106060606,0.09824810606060619,0.011695075757575724,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
79,44,0.8631628787878788,0.8517992424242423,0.8487215909090909,0.7682291666666667,0.5,0.6070075757575758,0.5288825757575757,0.7682291666666667,0.0804924242424242,0.004545454545454561,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
80,44,0.8378314393939393,0.8226799242424242,0.8127367424242423,0.748816287878788,0.5,0.6079545454545454,0.515151515151515,0.748816287878788,0.06392045454545436,-0.007291666666666738,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
81,44,0.8551136363636364,0.8368844696969698,0.8420928030303031,0.7346117424242423,0.5,0.6366003787878788,0.5402462121212122,0.7346117424242423,0.10748106060606077,0.011079545454545536,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
82,44,0.8683712121212122,0.8522727272727271,0.8558238636363634,0.754498106060606,0.5,0.6280776515151515,0.5310132575757575,0.754498106060606,0.10132575757575746,0.010227272727272502,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
83,44,0.8792613636363634,0.8669507575757575,0.8766571969696969,0.7644412878787878,0.5,0.6392045454545454,0.5333806818181818,0.7644412878787878,0.11221590909090906,0.02035984848484859,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
84,44,0.8458806818181818,0.8361742424242427,0.8451704545454547,0.7386363636363634,0.5,0.6358901515151515,0.5215435606060606,0.7386363636363634,0.10653409090909127,0.020738636363636598,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
85,44,0.8747632575757575,0.8662405303030302,0.8598484848484848,0.7571022727272727,0.5,0.6399147727272728,0.540719696969697,0.7571022727272727,0.10274621212121204,0.008617424242424232,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
86,44,0.8442234848484849,0.8245738636363636,0.8404356060606062,0.7464488636363636,0.5,0.6259469696969697,0.5544507575757577,0.7464488636363636,0.09398674242424254,0.01576704545454556,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
87,44,0.8636363636363636,0.8432765151515151,0.8473011363636366,0.7388731060606062,0.5,0.6427556818181818,0.5527935606060607,0.7388731060606062,0.10842803030303039,0.008617424242424412,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
88,44,0.8555871212121214,0.8338068181818183,0.8323863636363638,0.7360321969696969,0.5,0.623342803030303,0.545691287878788,0.7360321969696969,0.09635416666666685,0.0007102272727272235,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
89,44,0.8589015151515149,0.8425662878787878,0.8477746212121211,0.7379261363636364,0.5,0.6453598484848485,0.5369318181818182,0.7379261363636364,0.10984848484848475,0.013068181818181895,0.0,0.0,0.0,0.0,1.0,17617.651647778588,16.415116107153647,426.29776238347716,2.215463095945121
