hazard,feedback_fraction,feedback_delay,selector_mode,n_seeds,mean_accuracy,sd_accuracy,mean_dynamic_regret,mean_switch_latency,mean_false_switch_rate,mean_context_nll,mean_context_brier
0.01,0.0625,0,bayes_reward_filter,5,0.8087890625,0.015060132612275255,0.1044921875,12.2,0.008388669296134802,0.5829687379985995,0.19863582593941903
0.01,0.0625,0,credit_shuffled_local,5,0.744140625,0.02769247839540864,0.169140625,3.4,0.025854425856741203,1.1928830541387374,0.4098363199807764
0.01,0.0625,0,cumulative_sample_average,5,0.815234375,0.044294672512622646,0.098046875,7.2,0.0006905385219452,2.950685143937274,0.3346958404699562
0.01,0.0625,0,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.0625,0,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.0625,0,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.0625,0,persistent_rpe_local,5,0.8111328125,0.03132125360564611,0.1021484375,6.7,0.0109524345931998,0.8026566549626339,0.253877391152091
0.01,0.0625,0,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.0625,4,bayes_reward_filter,5,0.80380859375,0.016382545421717257,0.10947265625,16.0,0.0079956452556336,0.6000945798743477,0.20583123416817703
0.01,0.0625,4,credit_shuffled_local,5,0.7466796875,0.025660097231008018,0.1666015625,0.0,0.025556961549739198,1.2380991026332855,0.41458552317736885
0.01,0.0625,4,cumulative_sample_average,5,0.8154296875,0.04523788095963671,0.0978515625,7.3,0.0006905385219452,2.958978183432301,0.3374023222086246
0.01,0.0625,4,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.0625,4,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.0625,4,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.0625,4,persistent_rpe_local,5,0.80830078125,0.027358133075440938,0.10498046875,8.7,0.011646627905506201,0.815052646299228,0.2580551490279712
0.01,0.0625,4,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.0625,16,bayes_reward_filter,5,0.79140625,0.014920168474488772,0.121875,15.4,0.008388669296134802,0.631715471693555,0.22026848110483202
0.01,0.0625,16,credit_shuffled_local,5,0.754296875,0.014013756941161673,0.158984375,1.5,0.023983012905332002,1.1900214211087063,0.40182972036357506
0.01,0.0625,16,cumulative_sample_average,5,0.8125,0.04494707810322146,0.10078125,5.8,0.0009863525198752,1.8370756911788177,0.32525351512245404
0.01,0.0625,16,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.0625,16,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.0625,16,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.0625,16,persistent_rpe_local,5,0.80361328125,0.03156767547778583,0.10966796875,10.2,0.011555161733528201,0.8376748154763716,0.26744880677278565
0.01,0.0625,16,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.125,0,bayes_reward_filter,5,0.81787109375,0.017026948998205758,0.09541015625,8.7,0.0146012592873348,0.5386926731755088,0.17981409000483223
0.01,0.125,0,credit_shuffled_local,5,0.73955078125,0.017576768610862593,0.17373046875,1.5,0.0460777355159406,1.4056933568384873,0.4496703881627172
0.01,0.125,0,cumulative_sample_average,5,0.8119140625,0.039256415650677653,0.1013671875,6.9,0.0008880786078422001,2.336358617792759,0.33121222457714944
0.01,0.125,0,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.125,0,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.125,0,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.125,0,persistent_rpe_local,5,0.829296875,0.035739052223314506,0.083984375,8.3,0.014707426364824,0.7797674094785576,0.21998347819841985
0.01,0.125,0,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.125,4,bayes_reward_filter,5,0.81220703125,0.014086723656912938,0.10107421875,11.4,0.0151890288439426,0.5683728985996044,0.1922385528759924
0.01,0.125,4,credit_shuffled_local,5,0.73935546875,0.023456311623797008,0.17392578125,0.1,0.042419523457604205,1.4528466399659992,0.4547290964498446
0.01,0.125,4,cumulative_sample_average,5,0.8099609375,0.0399024680308882,0.1033203125,7.3,0.0010847354416672,2.1064026143343635,0.340928200292184
0.01,0.125,4,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.125,4,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.125,4,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.125,4,persistent_rpe_local,5,0.82197265625,0.03014242062675516,0.09130859375,11.5,0.0156923365549562,0.8587874830567259,0.24230890972956481
0.01,0.125,4,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.125,16,bayes_reward_filter,5,0.8021484375,0.01933618410511935,0.1111328125,9.2,0.0156881726423672,0.5930143541134211,0.20261305300211901
0.01,0.125,16,credit_shuffled_local,5,0.749609375,0.01524032085491451,0.163671875,0.3,0.0361213115139034,1.4210875848435156,0.4406215499614288
0.01,0.125,16,cumulative_sample_average,5,0.80146484375,0.03731695642488019,0.11181640625,5.8,0.0014779472848714,2.2063132573597115,0.31875211093911104
0.01,0.125,16,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.125,16,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.125,16,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.125,16,persistent_rpe_local,5,0.8013671875,0.04313958626242337,0.1119140625,10.6,0.0207215916387402,1.0044040623800246,0.28672360868505564
0.01,0.125,16,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.25,0,bayes_reward_filter,5,0.8302734375,0.019237909458653654,0.0830078125,8.6,0.0209217497884768,0.47981677309016196,0.1562932315596322
0.01,0.25,0,credit_shuffled_local,5,0.72763671875,0.012056691406775849,0.18564453125,0.0,0.06928009722395981,1.6802372950168085,0.4969797784752954
0.01,0.25,0,cumulative_sample_average,5,0.81220703125,0.04343041451386565,0.10107421875,6.6,0.001283534385042,2.290870728006892,0.3219184547325568
0.01,0.25,0,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.25,0,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.25,0,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.25,0,persistent_rpe_local,5,0.84033203125,0.026083086770286767,0.07294921875,10.1,0.0182668223172086,0.7688044417002214,0.19826820876351223
0.01,0.25,0,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.25,4,bayes_reward_filter,5,0.828125,0.02057455193181188,0.08515625,12.5,0.023280867592252404,0.4987710478045854,0.1623651319132354
0.01,0.25,4,credit_shuffled_local,5,0.73603515625,0.01306825268390726,0.17724609375,0.4,0.06285846355948901,1.6540678038098307,0.48285821776004845
0.01,0.25,4,cumulative_sample_average,5,0.81044921875,0.04205799712385639,0.10283203125,6.0,0.0011843772209368,1.9318805714628149,0.3162735368910134
0.01,0.25,4,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.25,4,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.25,4,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.25,4,persistent_rpe_local,5,0.83701171875,0.027101588821288398,0.07626953125,13.2,0.0194477684770544,0.7999287394492189,0.20428683180677681
0.01,0.25,4,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.25,16,bayes_reward_filter,5,0.810546875,0.019424144805582064,0.102734375,18.6,0.023588038888421002,0.5834355161417543,0.19807767614705682
0.01,0.25,16,credit_shuffled_local,5,0.74912109375,0.014995879561019214,0.16416015625,0.7,0.05467671738301481,1.6647437730629684,0.4720969494191144
0.01,0.25,16,cumulative_sample_average,5,0.8095703125,0.039967542831408444,0.1037109375,5.8,0.0008869057286216002,2.2597226508459785,0.3368182916956534
0.01,0.25,16,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.25,16,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.25,16,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.25,16,persistent_rpe_local,5,0.82099609375,0.03896869841130934,0.09228515625,12.2,0.026063925307676806,0.958986384804513,0.24079405473667723
0.01,0.25,16,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.5,0,bayes_reward_filter,5,0.8529296875,0.017108667089022103,0.0603515625,7.0,0.0219195700919116,0.3834873719573632,0.11913640713789501
0.01,0.5,0,credit_shuffled_local,5,0.71865234375,0.00920898955295454,0.19462890625,0.5,0.1048027864558088,2.0619788577986933,0.5592626861445613
0.01,0.5,0,cumulative_sample_average,5,0.7900390625,0.05914857757999196,0.1232421875,7.4,0.00029566918435560004,4.117382839350023,0.439702680748955
0.01,0.5,0,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.5,0,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.5,0,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.5,0,persistent_rpe_local,5,0.85654296875,0.025706512320729173,0.05673828125,7.9,0.027748481674246,0.6442971061125708,0.1493178374983434
0.01,0.5,0,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.5,4,bayes_reward_filter,5,0.83994140625,0.022861784906398827,0.07333984375,11.1,0.0256727252273224,0.44629049600591025,0.1413397548185784
0.01,0.5,4,credit_shuffled_local,5,0.7236328125,0.011388577919619728,0.1896484375,0.1,0.0915786168057264,2.098879158431667,0.5520758966344499
0.01,0.5,4,cumulative_sample_average,5,0.81357421875,0.044371038985434784,0.09970703125,6.8,0.0003942399088504,2.5621178246593943,0.3302384201802532
0.01,0.5,4,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.5,4,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.5,4,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.5,4,persistent_rpe_local,5,0.84697265625,0.02739732126660285,0.06630859375,12.3,0.041579806118016205,0.7322093120902089,0.1748161294352048
0.01,0.5,4,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.01,0.5,16,bayes_reward_filter,5,0.82216796875,0.02772345529420362,0.09111328125,21.5,0.025295582156865802,0.5515279213893161,0.18417768380813043
0.01,0.5,16,credit_shuffled_local,5,0.73310546875,0.017715258272782433,0.18017578125,0.4,0.08290427061111241,2.085366346935128,0.5330213360353694
0.01,0.5,16,cumulative_sample_average,5,0.81181640625,0.041427146389134466,0.10146484375,5.8,0.0006905385219452,1.8432326426531962,0.3424758216228586
0.01,0.5,16,matched_random,5,0.771875,0.01793528218132706,0.14140625,,,,
0.01,0.5,16,no_feedback_local,5,0.771875,0.01793528218132706,0.14140625,5.1,0.0,0.6931471805599451,0.25
0.01,0.5,16,oracle_hidden_state,5,0.91328125,0.011164462958615498,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.01,0.5,16,persistent_rpe_local,5,0.8240234375,0.03447417777272532,0.0892578125,18.1,0.04889837771224061,0.9539949805169918,0.23309700867516864
0.01,0.5,16,train_fixed_best,5,0.73828125,0.033554906344782566,0.175,,,,
0.05,0.0625,0,bayes_reward_filter,5,0.75927734375,0.011075484592005616,0.13720703125,2.4,0.022322621125369802,0.675584623174457,0.2417901114936182
0.05,0.0625,0,credit_shuffled_local,5,0.73994140625,0.007271948902785738,0.15654296875,1.0,0.026127659840585,1.0376836165321475,0.3552275360463383
0.05,0.0625,0,cumulative_sample_average,5,0.75263671875,0.03279781921394209,0.14384765625,1.4,0.0003110419906686,4.361086557989113,0.5245744485671304
0.05,0.0625,0,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.0625,0,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.0625,0,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.0625,0,persistent_rpe_local,5,0.76748046875,0.015710216837648595,0.12900390625,2.2,0.013494479962911402,1.089613394572933,0.33977655356158204
0.05,0.0625,0,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.0625,4,bayes_reward_filter,5,0.75498046875,0.011634011662189319,0.14150390625,2.8,0.021288921291034803,0.6863299741668566,0.24670731920494743
0.05,0.0625,4,credit_shuffled_local,5,0.741796875,0.011967374000435876,0.1546875,1.2,0.0260291036119616,1.026751814598111,0.352410147860917
0.05,0.0625,4,cumulative_sample_average,5,0.7529296875,0.03189190584532799,0.1435546875,1.4,0.0003110419906686,4.399479304130805,0.5258119369503146
0.05,0.0625,4,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.0625,4,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.0625,4,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.0625,4,persistent_rpe_local,5,0.76142578125,0.016119198724033494,0.13505859375,2.7,0.0122481984908906,1.1874681324493273,0.36349972905155925
0.05,0.0625,4,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.0625,16,bayes_reward_filter,5,0.75009765625,0.015615078637239332,0.14638671875,1.6,0.0226213952812844,0.694043907484409,0.2504472115628732
0.05,0.0625,16,credit_shuffled_local,5,0.75126953125,0.019262679840971294,0.14521484375,1.2,0.023860870179027403,0.9870431235819991,0.33615466962006685
0.05,0.0625,16,cumulative_sample_average,5,0.76611328125,0.006431611265780992,0.13037109375,1.2,0.0006187002166928,3.0908677561216593,0.46919026341648057
0.05,0.0625,16,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.0625,16,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.0625,16,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.0625,16,persistent_rpe_local,5,0.75771484375,0.017576090377040467,0.13876953125,1.4,0.0160763623602264,1.11589023842791,0.35177035803358725
0.05,0.0625,16,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.125,0,bayes_reward_filter,5,0.76767578125,0.016022024969355536,0.12880859375,2.7,0.0338478678361922,0.6545403869452516,0.2317331917238996
0.05,0.125,0,credit_shuffled_local,5,0.7330078125,0.01185226673706936,0.1634765625,0.9,0.04599098032347361,1.2408359486801654,0.39816932277834605
0.05,0.125,0,cumulative_sample_average,5,0.76591796875,0.006220557482105896,0.13056640625,1.2,0.0006187002166928,3.2961841160401137,0.459932381103338
0.05,0.125,0,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.125,0,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.125,0,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.125,0,persistent_rpe_local,5,0.77568359375,0.018582293402935837,0.12080078125,2.6,0.0174985196648682,1.2684890157531656,0.3525539696395538
0.05,0.125,0,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.125,4,bayes_reward_filter,5,0.75888671875,0.016036898742489317,0.13759765625,3.2,0.0348699031923464,0.6737567743108727,0.24053211179109663
0.05,0.125,4,credit_shuffled_local,5,0.73779296875,0.01459952772238872,0.15869140625,1.0,0.0442427683151132,1.1967101727181988,0.3884055382919948
0.05,0.125,4,cumulative_sample_average,5,0.7658203125,0.006483301280644416,0.1306640625,1.2,0.0006187002166928,3.3348179075401942,0.46210182120790966
0.05,0.125,4,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.125,4,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.125,4,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.125,4,persistent_rpe_local,5,0.77197265625,0.012113902568413352,0.12451171875,2.5,0.017686991786852003,1.3403576433597078,0.36932127390016783
0.05,0.125,4,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.125,16,bayes_reward_filter,5,0.75087890625,0.016298649662931007,0.14560546875,2.4,0.0358034494193338,0.6925123108802234,0.24968333298446463
0.05,0.125,16,credit_shuffled_local,5,0.745703125,0.018744531469790666,0.15078125,1.3,0.037969736925977604,1.124567912627592,0.3637588386769414
0.05,0.125,16,cumulative_sample_average,5,0.765625,0.0077895781902069415,0.130859375,1.4,0.0014467143982908,3.1769876413355655,0.42160787602501165
0.05,0.125,16,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.125,16,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.125,16,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.125,16,persistent_rpe_local,5,0.75390625,0.011895437221757649,0.142578125,1.9,0.025530886435801002,1.4031789328643913,0.39761454209894326
0.05,0.125,16,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.25,0,bayes_reward_filter,5,0.77724609375,0.017223251612810072,0.11923828125,2.6,0.05289623817947,0.6223446807044757,0.21648992750316842
0.05,0.25,0,credit_shuffled_local,5,0.72705078125,0.016072539639289833,0.16943359375,0.8,0.07252151980615382,1.4854433402133167,0.4410000326971469
0.05,0.25,0,cumulative_sample_average,5,0.7701171875,0.008716880242361245,0.1263671875,1.4,0.0029601345286692,2.814902124885455,0.3826543590466912
0.05,0.25,0,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.25,0,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.25,0,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.25,0,persistent_rpe_local,5,0.7822265625,0.0141937908728014,0.1142578125,2.4,0.0292290947146854,1.3836736511225243,0.34399276231921583
0.05,0.25,0,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.25,4,bayes_reward_filter,5,0.7654296875,0.018706971705898138,0.1310546875,4.0,0.05383497516848661,0.6645939815537243,0.2360934457975314
0.05,0.25,4,credit_shuffled_local,5,0.73701171875,0.01760726209283436,0.15947265625,0.7,0.0662522908997892,1.4076182194134543,0.41030868037106166
0.05,0.25,4,cumulative_sample_average,5,0.7677734375,0.011716715318154654,0.1287109375,1.4,0.0026633307138018,2.3274682163113125,0.369315651844561
0.05,0.25,4,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.25,4,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.25,4,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.25,4,persistent_rpe_local,5,0.77431640625,0.011997220353215701,0.12216796875,3.5,0.0354872357010738,1.442286070798536,0.36362910703974266
0.05,0.25,4,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.25,16,bayes_reward_filter,5,0.7517578125,0.015162685640335504,0.1447265625,2.0,0.056266421455135204,0.6912040973255481,0.2490295170880938
0.05,0.25,16,credit_shuffled_local,5,0.74775390625,0.021463835174496414,0.14873046875,1.5,0.057750208196702804,1.3426826885065481,0.3944883924062884
0.05,0.25,16,cumulative_sample_average,5,0.762890625,0.011318228772704216,0.13359375,1.6,0.0026857749051092004,1.8430696066197167,0.36757327015874924
0.05,0.25,16,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.25,16,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.25,16,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.25,16,persistent_rpe_local,5,0.7673828125,0.018537332549724672,0.1291015625,2.0,0.044078633842735006,1.4200604333461535,0.37184328635214686
0.05,0.25,16,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.5,0,bayes_reward_filter,5,0.793359375,0.014270849668767264,0.103125,2.8,0.0738365848662352,0.5785127468921749,0.19680508612200023
0.05,0.5,0,credit_shuffled_local,5,0.71533203125,0.016205494897730557,0.18115234375,1.8,0.1173853620420358,1.8287406486449214,0.4951723546147907
0.05,0.5,0,cumulative_sample_average,5,0.76279296875,0.007974097757513813,0.13369140625,1.2,0.0039920250167762,2.492730515418117,0.37392062785533003
0.05,0.5,0,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.5,0,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.5,0,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.5,0,persistent_rpe_local,5,0.7962890625,0.02143271042950426,0.1001953125,3.2,0.046233409659207005,1.300719799532663,0.2991430902732872
0.05,0.5,0,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.5,4,bayes_reward_filter,5,0.77373046875,0.01413740764287569,0.12275390625,5.0,0.0771986448664224,0.6505505669258876,0.22940820486153662
0.05,0.5,4,credit_shuffled_local,5,0.72275390625,0.017240546469468945,0.17373046875,1.0,0.09605609562086481,1.7479752943419289,0.46559456797904264
0.05,0.5,4,cumulative_sample_average,5,0.7654296875,0.011568247423430524,0.1310546875,1.4,0.0030802954562976002,2.2948879085200993,0.3638895896819958
0.05,0.5,4,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.5,4,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.5,4,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.5,4,persistent_rpe_local,5,0.7828125,0.019744924931406425,0.113671875,4.2,0.0610751068446322,1.5178212889380547,0.349452213425529
0.05,0.5,4,train_fixed_best,5,0.76845703125,0.009451742780532868,0.12802734375,,,,
0.05,0.5,16,bayes_reward_filter,5,0.75224609375,0.016944836818689392,0.14423828125,3.0,0.0727673438989726,0.6885379605170544,0.24770268425858122
0.05,0.5,16,credit_shuffled_local,5,0.7443359375,0.01641961416258149,0.1521484375,1.2,0.0843234039069608,1.60090427238964,0.4223745405074906
0.05,0.5,16,cumulative_sample_average,5,0.75830078125,0.014381519995139778,0.13818359375,1.5,0.0035969632375778,1.0895489397423257,0.3250491354067554
0.05,0.5,16,matched_random,5,0.7513671875,0.014329203757441157,0.1451171875,,,,
0.05,0.5,16,no_feedback_local,5,0.7513671875,0.014329203757441157,0.1451171875,1.2,0.0,0.6931471805599451,0.25
0.05,0.5,16,oracle_hidden_state,5,0.896484375,0.009303007267215675,0.0,0.0,0.0,9.999778782803791e-13,0.0
0.05,0.5,16,persistent_rpe_local,5,0.769140625,0.01642614702141797,0.12734375,2.1,0.0760579051010492,1.4886597767588663,0.36715604677875807
