analysis_fingerprint,data_fingerprint,dataset_pair,profile,computational_seed,latent_dim,shared_minus_common_nll,shared_minus_separate_nll,retained_switching_gain,random_minus_shared_nll,orthogonal_minus_shared_nll,shuffled_minus_shared_nll,shared_parameter_fraction_of_separate
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,1,0.00013060061262271105,-0.035876811697250405,,0.001535348605134601,0.0011808313357598577,0.0008481060028344145,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,2,0.00023610831709169888,-0.03543721546673728,,0.0017960089964821901,0.0009761425601285123,0.0010631852998882474,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,4,0.00027627869108226566,-0.03556939336663753,,0.0028158530689145755,0.002796661070322004,0.002250589018411464,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,8,0.00019877502953258297,-0.03596229036966575,,0.00251109449524059,0.0034589480755681523,0.0019610790821306123,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,16,9.665660420504762e-05,-0.03751469079893255,,0.0010154503596058462,0.0044911480719281305,5.358396676985455e-05,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,0,32,0.0002902904946988083,-0.04055024064754045,,-0.006068789352141224,-0.0005211336290688595,-0.007720771259739245,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,1,5.6485620494095556e-05,-0.013799160816409112,,0.0016520420406392067,0.0009933125147515154,0.0012041210958559645,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,2,0.00014007381886155246,-0.013762644802036483,,0.002442205587688401,0.001991854734543441,0.001862062434712125,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,4,0.00010159678009205586,-0.013657169491889776,,0.0027482401859497685,0.0029194966556989332,0.002454032545092605,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,8,8.676865873144535e-05,-0.014176416577720535,,0.002913107649001656,0.004158771525540839,0.0026648487706115997,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,16,-4.8296420510324234e-05,-0.015710864677821457,,0.0007311457689753442,0.004691163283759764,0.00045085436019995373,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,1,32,4.1798700965295366e-05,-0.01754151882224453,,-0.006278200814482743,-0.0017048249917306357,-0.007363966087536228,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,1,0.0002294765464435633,-0.011948000321547442,,0.0020265678060054915,0.001483639779607998,0.0008377833394106748,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,2,0.00023640429901716775,-0.012277279546076825,,0.002437708031272884,0.0022576335070181586,0.001259330355802224,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,4,0.00017022677650790907,-0.012507099173401759,,0.0029428499339633485,0.0034089338920918755,0.0014300337201971214,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,8,8.942588328442191e-05,-0.012997105882454951,,0.002336415577336798,0.0034779507505870444,0.0008818868968152593,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,16,5.918004273927635e-05,-0.014734418321554255,,-0.0003894704677158689,0.0028397724796880297,-0.0017324741424977197,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,2,32,0.00017285364500943534,-0.017288295284632715,,-0.007630683409467404,-0.0025409581048102814,-0.009383919528559076,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,3,1,0.00027178087703097487,-0.02153232409643077,,0.0016247663049568095,0.0014841843726056403,0.0007558010373944768,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,3,2,0.00029361502517344373,-0.02123400105587836,,0.0017788236430006377,0.0021852077374873713,0.0009374361851513247,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,3,4,0.0003465297064488282,-0.02051100547801324,,0.0017072865266734016,0.0014853961668639948,0.0005977206831652426,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,3,8,0.0003551940135818332,-0.021064118397665504,,0.0011875308818725394,0.002513804750906651,0.0003457181662222253,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,3,16,0.00044304423642016477,-0.022974128323489912,,-0.0013028349883928148,0.0026659362799453523,-0.0017538336638659169,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,3,32,0.0006559672412572437,-0.026017075458844158,,-0.009082264353926506,-0.0033893034520115772,-0.009807359860942944,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,1,0.00012745900906693808,-0.01656843543869524,,0.0015020075021600077,0.0012339471795803636,0.0006270970420844402,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,2,0.00019718214107750098,-0.01661069428917039,,0.0015713497553945799,0.001219295992374192,0.000805818394080976,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,4,0.00017314969806006553,-0.016735125420899527,,0.0020047052340032845,0.0022903638298935602,0.0012094552891298849,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,8,0.00013929157004488602,-0.017071642381099983,,0.0016067417959444996,0.0029907265926560345,0.0007992824580852487,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,16,0.00016071417842655755,-0.01862608143764352,,-0.001146742033598075,0.002509465449972742,-0.001562508538766938,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,4,32,0.00026877325185048484,-0.02142987004637706,,-0.0076847675320380615,-0.0028648863536827607,-0.008782649354308947,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,1,0.00022438364837024105,-0.013698134667706141,,0.0017851480833361855,0.0016568966092851412,0.0007371346017426283,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,2,0.0002355249287969985,-0.013566631423807762,,0.0017556568010234641,0.0022200343461731276,0.0008955047147526929,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,4,0.0002853738247903248,-0.01331042464127874,,0.0017554289861665406,0.0022670825905243552,0.0004992950175405075,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,8,0.00031649516282949985,-0.013604909150409655,,0.0010262169324097847,0.0024322926985397286,-0.00017292956993872344,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,16,0.00033941363058848095,-0.015323017131974648,,-0.0011261013780692608,0.0020737179938676575,-0.002250604304026821,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,5,32,0.0005741152675405314,-0.01686881042957572,,-0.00911038246087531,-0.004765326542232939,-0.010273576650956184,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,1,0.00013097547427082246,-0.014698694214689029,,0.001623503682451094,0.0006588724978148219,0.0008909951707228303,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,2,0.000207433648499733,-0.015083061787719648,,0.0024920055597475177,0.0016849792120030294,0.0017739039139220425,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,4,0.00023663462323048057,-0.015458774226467908,,0.003248075191192412,0.003625049311223677,0.0029470296413919572,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,8,0.0002724640662042921,-0.015914795465654302,,0.0030791809970068806,0.004670869905792907,0.002380181917762958,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,16,0.0003122844478692377,-0.016711043480664295,,0.0007232334258917561,0.004294260538888789,-9.719122435636329e-05,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,6,32,0.0005169719363200542,-0.018913249496923384,,-0.00721986944146305,-0.0017619510926442095,-0.0077081653809418504,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,7,1,0.00015737373630519969,-0.018094280737213753,,0.0016510551832928377,0.0009953379576104204,0.0010315133085104233,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,7,2,0.00020987894936558282,-0.018146179673638768,,0.002533084411644737,0.0025283025876237097,0.0016360438773949382,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,7,4,0.00022107821356015522,-0.018016435059210356,,0.0024294885076499295,0.002971120233130564,0.0015333643197885938,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,7,8,0.0002899160242532117,-0.018434744778686424,,0.0016680639360624472,0.0034313326199489347,0.0008774248069792212,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,7,16,0.00030257967250746365,-0.0199389156961996,,-0.00032237961865283493,0.0035381232872471746,-0.0015297215285905441,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,7,32,0.0005441399406597158,-0.02126188232239387,,-0.008555241557983734,-0.004116592664195118,-0.009919557464042716,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,8,1,0.0002693940224540725,-0.013687810688120583,,0.0015706389685576638,0.001475251428450508,0.0008125928791718473,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,8,2,0.00028839288850665556,-0.012821637888264487,,0.001863915190733395,0.001327136550825142,0.0009040805180962064,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,8,4,0.0002910286716453214,-0.012881527495635758,,0.002344935165231876,0.002274268543335789,0.0013832554250029216,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,8,8,0.00018955586070945607,-0.014471880073874538,,0.0022020971038737847,0.0036696410994574713,0.0016268477150381544,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,8,16,0.00018079785023855655,-0.01572758919148809,,0.000307124254979696,0.004497062314950284,-0.0006370085208358134,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,8,32,0.0004139850278795376,-0.01688037803032008,,-0.007708740766978445,-0.0032068333089783907,-0.009350134520468234,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,9,1,7.07497935870105e-05,-0.024330808675809612,,0.0022440371673032034,0.001577456604578642,0.0015862279328697215,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,9,2,0.00010315271454308661,-0.02378179570272121,,0.0029662339993734577,0.00244965022533733,0.0021354566794965224,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,9,4,1.3945470343335042e-05,-0.023955294597026805,,0.003589180633563893,0.0033307465414001702,0.0027757376503219633,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,9,8,-7.438463817541208e-05,-0.024360972530330288,,0.0037830150040856214,0.005036769929612717,0.0028566369793920354,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,9,16,-0.00018135133725474817,-0.025555563505370138,,0.0018398245544546388,0.004964120092764368,0.001081041988073711,0.5698412698412698
