analysis_fingerprint,data_fingerprint,dataset_pair,profile,computational_seed,latent_dim,shared_minus_common_nll,shared_minus_separate_nll,retained_switching_gain,random_minus_shared_nll,orthogonal_minus_shared_nll,shuffled_minus_shared_nll,shared_parameter_fraction_of_separate
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,9,32,-0.00013555822163224818,-0.02897436775593079,,-0.004935702880602744,0.0006609109615980657,-0.006101293604359875,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,10,1,0.0002453583573989171,-0.017542797160920776,,0.002101132002191003,0.0015939160836012933,0.001153494718664494,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,10,2,0.0002783596986638548,-0.01751558063812922,,0.0024284201655074833,0.002187295153609853,0.0015832124336494502,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,10,4,0.00028424447798355845,-0.017812126956784247,,0.0029097301165487977,0.002531115257663169,0.001797306642878388,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,10,8,0.00025629495403772795,-0.01846884245939756,,0.0030946808033250617,0.004118550781820607,0.0019190010155465953,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,10,16,0.00027719985737145736,-0.019169830582466157,,0.0007907447858489514,0.004798636452597288,-3.89154087199195e-05,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,10,32,0.0004992245814542107,-0.02082121273111001,,-0.005715566717954507,-0.0017374306394282446,-0.007829197801987098,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,11,1,0.0001786793352257232,-0.010051254836626056,,0.0013761270015047733,0.001192975087272924,0.000527299777296486,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,11,2,0.0001948136845663362,-0.009689958834338402,,0.0014647324454994115,0.001309186514193983,0.0007966421897958043,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,11,4,0.0002687737368638199,-0.0094490623265919,,0.0019774149629442628,0.0019652960876078984,0.0009905246171592885,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,11,8,0.00018690375836083462,-0.01029836281019264,,0.0014403628112769074,0.003281401393296829,0.0006798932162478399,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,11,16,0.00018231081500005852,-0.012115753601177531,,-0.0012342002868872826,0.0024168786374035023,-0.0020140248220356094,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,11,32,0.0002873095529964398,-0.014962045746434671,,-0.007927909085895996,-0.0031777032822239426,-0.009396533882077035,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,12,1,9.2666116886575e-05,-0.010809807864152254,,0.0016994411952214183,0.0014684765468145344,0.0008703364576279071,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,12,2,0.00013066046393384045,-0.010633268987153693,,0.0020863128767350803,0.0019503449421806873,0.0011260591762674022,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,12,4,8.923186340459299e-05,-0.010760413462928081,,0.002170298635550072,0.002141797229420511,0.0011581886336623215,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,12,8,-6.32544759504583e-06,-0.011981300521912097,,0.0022113987934091195,0.003709451459675328,0.0010918647837698525,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,12,16,3.641507606985672e-05,-0.013178221813494179,,-0.0003403898449720888,0.003058637138359882,-0.0011967448721501295,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,12,32,9.274467287520571e-05,-0.01578006837000237,,-0.008055327980532323,-0.00200761957947182,-0.007846894172214625,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,13,1,0.00015571582105500248,-0.007822623677351315,,0.0010101730862529523,0.001175023042440937,0.00038664681699396297,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,13,2,0.00010421228314533293,-0.0071914962579769925,,0.0009047310999726332,0.000771509100481127,0.0002337066795313758,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,13,4,6.469651499479978e-05,-0.007292369011229399,,0.0009862325581220244,0.0009026274572711546,0.0002164187544043128,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,13,8,1.88614020378286e-05,-0.008510728963335962,,0.0005451895176612487,0.002293099070932003,0.0002369740635858597,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,13,16,2.2422995868492945e-05,-0.01068786120455037,,-0.0010223892201432772,0.0027980633192955517,-0.0017345471261204781,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,13,32,9.003019506267917e-05,-0.01313799378935096,,-0.008711832074819875,-0.004219034858006787,-0.009842505846688748,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,14,1,8.435337655329778e-05,-0.009952284614620055,,0.0014199723301168143,0.001204219939307416,0.0007799019183790667,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,14,2,0.00013332516989869592,-0.009564644863842675,,0.0016900106917535629,0.0009615564097286422,0.0008830354999327383,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,14,4,3.0050979109436105e-05,-0.010268688728877762,,0.0023795131517071466,0.002355263381346756,0.0015401210550008981,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,14,8,2.5020791208113513e-05,-0.011204925726340825,,0.002015904917781336,0.003748311856922787,0.0012921747954747487,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,14,16,-1.7581439599623216e-05,-0.012650019920248307,,-0.00019681674912583325,0.0036151968842997317,-0.0010872466368446465,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,14,32,9.476318159862274e-05,-0.014635001158360528,,-0.007431793559189437,-0.0028852330786907354,-0.009284610318459285,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,15,1,0.0001388997425163796,-0.013595195927087494,,0.001561980219000697,0.001454007178466471,0.0009658667308275748,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,15,2,0.0002044119382383358,-0.012848806817911423,,0.0016649311292946112,0.0011458686303446874,0.0009029726645355951,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,15,4,0.00020990187812816585,-0.012464163527143746,,0.0018363154273318971,0.0020957146443646157,0.0012976099856302492,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,15,8,0.00012452557125358643,-0.013100750700388436,,0.001306296565830506,0.0025600658895699457,0.0011366459545008312,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,15,16,5.173309184078323e-05,-0.014720086608937533,,0.00020274066237283006,0.0036631686220696957,-0.0006643383103012157,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,15,32,6.0899807525188754e-05,-0.018500050105717203,,-0.006915517547201128,-0.0019445871496441003,-0.007984014557884472,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,16,1,0.00011883126142886447,-0.01739857466293715,,0.0017969224238404413,0.0016498868663961663,0.0007954730402270904,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,16,2,0.00013507269301318847,-0.01726739859733345,,0.0019568097243977955,0.0019055100270820025,0.0009596321788203077,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,16,4,0.0001621811160454345,-0.017108871279513688,,0.0016729138110496422,0.0017312350558214007,0.0010330625889551914,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,16,8,0.00012601833536290963,-0.017889772821662958,,0.0018630399907077488,0.0033982965316611546,0.0012719192721218908,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,16,16,9.701267235698308e-05,-0.019155935340546937,,-0.00030098865243388673,0.003497894926740547,-0.0008924382985009693,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,16,32,0.0002752603276236498,-0.022038843099880856,,-0.00721463357245386,-0.0026755687533999983,-0.008672750702424403,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,17,1,0.0002005666389766625,-0.01385763782611893,,0.0014590648343829615,0.0007533059853649382,0.0007665731670902787,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,17,2,0.00023289889334526803,-0.013735242099946754,,0.002459790874819623,0.0021198380930166905,0.0016039945957248003,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,17,4,0.0001754445983392916,-0.013618327883484715,,0.0026502139217156606,0.0027275308513369234,0.0018398128841189965,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,17,8,0.00015177364446333774,-0.01438601617188115,,0.0023121793255665435,0.004522521986323413,0.0014143382017382522,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,17,16,0.00017675013979012721,-0.015101194596238099,,-0.00030792217074021577,0.0034868883900495695,-0.0014923812260581037,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,17,32,0.00027640698650927,-0.017699816802844215,,-0.007302437888217828,-0.003011450056689624,-0.008895760958962856,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,18,1,0.0001848079766397226,-0.010455062160060147,,0.0014600354991004538,0.0012485759223095916,0.0006189364659718866,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,18,2,0.00018386890433907954,-0.010052109518557062,,0.0018116908030925138,0.0017384513514715483,0.0009265249295122846,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,18,4,0.0001964844009549327,-0.01025284121917519,,0.0019235562858173072,0.0018667709692996026,0.0008999168030994209,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,18,8,0.00024452893120663344,-0.010301163286768833,,0.0012920265877912618,0.0029608005096120604,0.0008458373578215106,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,18,16,0.0002999836776774456,-0.011830613598958317,,-0.0006956566263801589,0.00295618987456564,-0.0015413740232594342,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,18,32,0.0004476076830552955,-0.01641688215114942,,-0.008894248358950085,-0.0036530854763346388,-0.009897807215203752,0.6157556270096463
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,19,1,0.00023805946812027745,-0.015361270390558485,,0.0011129079985250645,0.0010744913790835253,0.0005457202351134838,0.5744444444444444
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,19,2,0.0002967163088484215,-0.014933915207648196,,0.0012330357753932986,0.0009495712037454196,0.0005489820725582129,0.5619621342512908
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,19,4,0.0003286061169537058,-0.014785503516990067,,0.0014189640190559738,0.001643411463103539,0.0008198602096386176,0.5520094562647754
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,19,8,0.00032420863982488,-0.015306327751095056,,0.0011300371673997611,0.002810091418777083,0.0004863793398655891,0.5518731988472623
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,19,16,0.00035278320720694145,-0.016716850326746635,,-0.0012019375888525086,0.0026020527892260947,-0.001740389149087973,0.5698412698412698
a22062f9bfdb67fa59b7fa12cd9765583b5d11b073a1abdd6b722b38b6032a35,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,visual_responding__visual_spontaneous,formal,19,32,0.0005098627351186324,-0.018180097221350305,,-0.008769092489555458,-0.004210853604147413,-0.009782971066191554,0.6157556270096463
